,자치구,안심 주소,CCTV 용도,WGS x좌표,WGS y좌표,CCTV 수량,수정 일시,geometry,outlier
10541,서초구,서울특별시 서초구 방배동 동광로 19 삼전빌딩,방범,37.49083724,126.9855297,1,2021-01-19,POINT (126.9855297 37.49083724),1
10542,서초구,서울특별시 서초구 방배동 동광로 19 삼전빌딩,방범,37.49084552,126.9855297,1,2021-01-19,POINT (126.9855297 37.49084552),1
10543,서초구,서울특별시 서초구 방배동 동광로 19 삼전빌딩,방범,37.49084754,126.9855421,1,2021-01-19,POINT (126.9855421 37.49084754),1
10544,서초구,서울특별시 서초구 방배동 동광로 19 삼전빌딩,방범,37.4908556,126.9855272,1,2021-01-19,POINT (126.9855272 37.4908556),1
10545,서초구,서울특별시 서초구 서초동 사임당로19길 24 서초꽃마을레지덴스,방범,37.49115533,127.0195633,1,2021-01-19,POINT (127.0195633 37.49115533),1
10546,서초구,서울특별시 서초구 서초동 사임당로19길 24 서초꽃마을레지덴스,방범,37.49115936,127.0195751,1,2021-01-19,POINT (127.0195751 37.49115936),1
10547,서초구,서울특별시 서초구 방배동 동광로3길 2 ,방범,37.49116845,126.9843352,1,2021-01-19,POINT (126.9843352 37.49116845),1
10548,서초구,서울특별시 서초구 방배동 동광로3길 2 ,방범,37.49116846,126.9843484,1,2021-01-19,POINT (126.9843484 37.49116846),1
10549,서초구,서울특별시 서초구 방배동 동광로3길 2 ,방범,37.49116912,126.9843226,1,2021-01-19,POINT (126.9843226 37.49116912),1
10550,서초구,서울특별시 서초구 방배동 동작대로 166 동성빌딩,방범,37.49117389,126.9833243,1,2021-01-19,POINT (126.9833243 37.49117389),1
10551,서초구,서울특별시 서초구 방배동 동광로3길 2 ,방범,37.49117987,126.9843335,1,2021-01-19,POINT (126.9843335 37.49117987),1
10552,서초구,서울특별시 서초구 서초동 강남대로51길 5 기우빌딩,방범,37.49123575,127.029729,2,2021-01-19,POINT (127.029729 37.49123575),1
10553,서초구,서울특별시 서초구 서초동 사임당로23길 27 서초 금융 캠퍼스,방범,37.49133733,127.0200241,1,2021-01-19,POINT (127.0200241 37.49133733),1
10554,서초구,서울특별시 서초구 방배동 방배로28길 56 ,방범,37.49134705,126.9953745,1,2021-01-19,POINT (126.9953745 37.49134705),1
10555,서초구,서울특별시 서초구 방배동 동광로24길 32 ,방범,37.49134855,126.9938386,1,2021-01-19,POINT (126.9938386 37.49134855),1
10556,서초구,서울특별시 서초구 방배동 동광로24길 32 ,방범,37.49135191,126.9938206,1,2021-01-19,POINT (126.9938206 37.49135191),1
10557,서초구,서울특별시 서초구 방배동 방배로28길 56 ,방범,37.49135511,126.9953574,1,2021-01-19,POINT (126.9953574 37.49135511),1
10558,서초구,서울특별시 서초구 방배동 동광로24길 32 ,방범,37.49135616,126.9938316,1,2021-01-19,POINT (126.9938316 37.49135616),1
10559,서초구,서울특별시 서초구 방배동 방배로28길 56 ,방범,37.49135847,126.9953689,1,2021-01-19,POINT (126.9953689 37.49135847),1
10560,서초구,서울특별시 서초구 방배동 방배로28길 56 ,방범,37.49136048,126.9953793,1,2021-01-19,POINT (126.9953793 37.49136048),1
10561,서초구,서울특별시 서초구 방배동 동광로24길 32 ,방범,37.4913649,126.9938246,1,2021-01-19,POINT (126.9938246 37.4913649),1
10562,서초구,서울특별시 서초구 방배동 동광로22길 32 방배대우멤버스카운티,방범,37.49137304,126.9922554,1,2021-01-19,POINT (126.9922554 37.49137304),1
10563,서초구,서울특별시 서초구 방배동 동광로22길 32 방배대우멤버스카운티,방범,37.49137842,126.9922377,1,2021-01-19,POINT (126.9922377 37.49137842),1
10564,서초구,서울특별시 서초구 방배동 동광로22길 32 방배대우멤버스카운티,방범,37.49138155,126.9922498,1,2021-01-19,POINT (126.9922498 37.49138155),1
10565,서초구,서울특별시 서초구 방배동 동광로22길 32 방배대우멤버스카운티,방범,37.49138469,126.9922591,1,2021-01-19,POINT (126.9922591 37.49138469),1
10566,서초구,서울특별시 서초구 서초동 반포대로22길 79 ,방범,37.49142677,127.0127877,1,2021-01-19,POINT (127.0127877 37.49142677),1
10567,서초구,서울특별시 서초구 서초동 반포대로22길 79 ,방범,37.49143438,127.0127824,1,2021-01-19,POINT (127.0127824 37.49143438),1
10568,서초구,서울특별시 서초구 서초동 반포대로22길 79 ,방범,37.49143796,127.0127945,1,2021-01-19,POINT (127.0127945 37.49143796),1
10569,서초구,서울특별시 서초구 서초동 반포대로22길 79 ,방범,37.49144267,127.0127762,1,2021-01-19,POINT (127.0127762 37.49144267),1
10570,서초구,서울특별시 서초구 서초동 반포대로28길 31 석천빌딩,방범,37.49147862,127.0102048,1,2021-01-19,POINT (127.0102048 37.49147862),1
10571,서초구,서울특별시 서초구 서초동 사임당로23길 27 서초 금융 캠퍼스,방범,37.49148307,127.0205107,1,2021-01-19,POINT (127.0205107 37.49148307),1
10572,서초구,서울특별시 서초구 서초동 반포대로28길 31 석천빌딩,방범,37.49148355,127.0101888,1,2021-01-19,POINT (127.0101888 37.49148355),1
10573,서초구,서울특별시 서초구 서초동 사임당로23길 27 서초 금융 캠퍼스,방범,37.49148464,127.0205211,1,2021-01-19,POINT (127.0205211 37.49148464),1
10574,서초구,서울특별시 서초구 서초동 반포대로28길 31 석천빌딩,방범,37.49148803,127.0102009,1,2021-01-19,POINT (127.0102009 37.49148803),1
10575,서초구,서울특별시 서초구 방배동 동광로 25 예옥빌,방범,37.49148888,126.9857809,1,2021-01-19,POINT (126.9857809 37.49148888),1
10576,서초구,서울특별시 서초구 방배동 동광로 25 예옥빌,방범,37.49149179,126.9857916,1,2021-01-19,POINT (126.9857916 37.49149179),1
10577,서초구,서울특별시 서초구 서초동 반포대로28길 31 석천빌딩,방범,37.49149183,127.0102138,1,2021-01-19,POINT (127.0102138 37.49149183),1
10578,서초구,서울특별시 서초구 방배동 동광로 25 예옥빌,방범,37.49149336,126.9858026,1,2021-01-19,POINT (126.9858026 37.49149336),1
10579,서초구,서울특별시 서초구 서초동 사임당로23길 27 서초 금융 캠퍼스,방범,37.49149337,127.0205228,1,2021-01-19,POINT (127.0205228 37.49149337),1
10580,서초구,서울특별시 서초구 방배동 동광로 29 ,방범,37.49154349,126.9862109,1,2021-01-19,POINT (126.9862109 37.49154349),1
10581,서초구,서울특별시 서초구 서초동 반포대로26길 39 ,방범,37.4915568,127.0117294,1,2021-01-19,POINT (127.0117294 37.4915568),1
10582,서초구,서울특별시 서초구 방배동 동광로 29 ,방범,37.49155984,126.9862061,1,2021-01-19,POINT (126.9862061 37.49155984),1
10583,서초구,서울특별시 서초구 서초동 반포대로26길 39 ,방범,37.49156016,127.0117119,1,2021-01-19,POINT (127.0117119 37.49156016),1
10584,서초구,서울특별시 서초구 서초동 반포대로26길 39 ,방범,37.49156442,127.0117229,1,2021-01-19,POINT (127.0117229 37.49156442),1
10585,서초구,서울특별시 서초구 서초동 반포대로26길 39 ,방범,37.49156778,127.0117327,1,2021-01-19,POINT (127.0117327 37.49156778),1
10586,서초구,서울특별시 서초구 서초동 반포대로26길 39 ,방범,37.49160062,127.0115753,1,2021-01-19,POINT (127.0115753 37.49160062),1
10587,서초구,서울특별시 서초구 서초동 서초대로64길 93 월드 메르디앙,방범,37.49175179,127.0226149,1,2021-01-19,POINT (127.0226149 37.49175179),1
10588,서초구,서울특별시 서초구 서초동 사임당로19길 34 ,방범,37.49176353,127.0182944,1,2021-01-19,POINT (127.0182944 37.49176353),1
10589,서초구,서울특별시 서초구 서초동 사임당로19길 34 ,방범,37.4917698,127.0183037,1,2021-01-19,POINT (127.0183037 37.4917698),1
10590,서초구,서울특별시 서초구 서초동 사임당로19길 34 ,방범,37.49177876,127.0182961,1,2021-01-19,POINT (127.0182961 37.49177876),1
